 listing_id |                           name                            |              city              |                                 avatar                                 |    owner    | ownertype | guests | beds | rooms | baths | responserate |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                                                                                                                                                    amenities                                                                                                                                                                     |                                       rules                                        |                                   cancellation                                   |                                       related1                                       |                                      related2                                      |                                      related3                                      |      location      |                                          nearbycities                                          
         46 | The Cabin                                                 | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/aaroni/128.jpg          | Darryl      | Plus      |      7 |    6 |     3 |     3 |            9 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Separate street or building entrance Fire extinguisher Snorkeling gear Snorkeling gear Pots and pans, oil, salt and pepper Bed linens Separate street or building entrance Smoke detector Smoke detector Pots and pans, oil, salt and pepper Microwave Fire extinguisher Beach blanket Hair dryer Snorkeling gear                                | Laborum neque amet debitis voluptatem sit sit eos itaque.                          | Ipsam enim inventore non ut molestiae voluptas.                                  | Aperiam possimus qui consequuntur et fugit qui.                                      | Debitis optio quis voluptas doloribus.                                             | Quam et dolores quo ut provident aspernatur.                                       | 87.0536,-84.7670   | San Francisco,Tokyo,Punta Cana, Dominican Republic,Punta Cana, Dominican Republic,Barcelona
         52 | Beachfront Villa Near Boardwalk                           | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/hai_ninh_nguyen/128.jpg | Emmett      | Verified  |      2 |    5 |     1 |     1 |           43 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | TV Heating Central heating or a heater in the listing Safety features Guest access Cooking basics Umbrella Guest access Coffee maker Cooking basics Free parking on premises Guest access Iron Space where guests can cook their own meals Bed and bath                                                                                          | Dolores repellendus recusandae eaque.                                              | Illo sit tenetur ullam ipsa id minus laudantium officiis.                        | Qui molestiae optio omnis facere necessitatibus aut voluptas.                        | Perferendis ducimus quas eaque autem doloribus.                                    | Laborum ab aliquam.                                                                | -67.9455,-84.7794  | New York,Oakland,Austin,San Diego,New York
         60 | Stroll to Sagrada Familia from a Sunlit Apartment         | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/blakehawksworth/128.jpg | Gideon      | Verified  |      6 |    5 |     3 |     3 |           88 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Outdoor Smoke detector TV Dining Microwave Refrigerator Private entrance Dryer Central heating or a heater in the listing Outdoor Kitchen Separate street or building entrance Coffee maker Heating Pots and pans, oil, salt and pepper                                                                                                          | Minus doloremque alias quidem est autem facere aliquid accusantium.                | Facere repellat tempora.                                                         | Quos eveniet culpa quos esse beatae molestiae nostrum vel.                           | Blanditiis nihil quod modi voluptatum quasi.                                       | Ut consequatur impedit incidunt fugit.                                             | -9.8027,96.9573    | Westwood,New York,San Francisco,Honolulu,Westwood
         27 | Vintage Concept Flat in Chic Neighbourhood                | Tokyo                          | https://s3.amazonaws.com/uifaces/faces/twitter/badlittleduck/128.jpg   | Betsy       | Verified  |      1 |    5 |     1 |     1 |            9 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Microwave Cooking basics Lake access First aid kit Beachfront Umbrella Beachfront Beachfront Beachfront Outdoor Kitchen Lake access Central heating or a heater in the listing Beachfront Stove                                                                                                                                                  | Soluta corrupti et vel magni exercitationem nihil qui dolorem quia.                | Qui et non eum.                                                                  | Et quo id et dolorem sequi nisi.                                                     | Ut aut dignissimos.                                                                | Ipsum distinctio voluptas ipsum aut.                                               | -38.3229,-133.8982 | San Francisco,San Francisco,Austin,Oakland,Tokyo
         31 | The Cabin                                                 | San Francisco                  | https://s3.amazonaws.com/uifaces/faces/twitter/themikenagle/128.jpg    | Christopher | Plus      |      5 |    4 |     1 |     2 |           50 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | BBQ grill Cooking basics Bed and bath Bed linens Safety features Lake access Coffee maker Private entrance Hangers Umbrella Hangers Fire extinguisher Space where guests can cook their own meals Coffee maker Bed linens                                                                                                                        | Sunt laborum quasi et aut et.                                                      | Officiis autem praesentium tenetur aperiam eum culpa quia quidem ipsum.          | Dolorem ut dignissimos.                                                              | Sint tenetur consequatur.                                                          | Ut repudiandae aut ea voluptatem quae laudantium sunt nemo labore.                 | 89.6667,-2.5957    | Punta Cana, Dominican Republic,Punta Cana, Dominican Republic,San Francisco,Tokyo,Barcelona
          5 | Bedford Loft, Williamsburg Prime                          | Oakland                        | https://s3.amazonaws.com/uifaces/faces/twitter/dgclegg/128.jpg         | Titus       | none      |      7 |    3 |     4 |     3 |           37 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Fire extinguisher Beach towels Dishes and silverware Dishes and silverware Refrigerator Wifi Beach towels TV Central heating or a heater in the listing Beach blanket Snorkeling gear Dishwasher Heating Wifi Bed linens                                                                                                                         | Nemo magnam id.                                                                    | Sit dolor porro officia sed architecto voluptas placeat.                         | Omnis consectetur veniam eum aperiam quas expedita sit.                              | Et omnis nam quis sit sed eius.                                                    | Quia labore quos id ipsum.                                                         | 40.1107,106.1166   | San Diego,New York,Barcelona,Tokyo,Tokyo
         36 | CLOSEST GRAND CANYON B&B/South Rim                        | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/isnifer/128.jpg         | Brennon     | none      |      8 |    4 |     2 |     1 |           25 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | First aid kit Dishwasher Beach essentials Smoke detector Guest access First aid kit Bed and bath TV Washer Kitchen Dryer Dryer Cooking basics Cooking basics Heating                                                                                                                                                                             | Vero qui id similique sed totam.                                                   | Voluptatibus officia aut eaque eos placeat aut sint numquam qui.                 | Ea suscipit doloribus qui ut quaerat voluptatem quis aperiam distinctio.             | Vel eius distinctio nesciunt dicta ipsa.                                           | Molestiae vel rerum in tempore.                                                    | 62.9722,67.1183    | Punta Cana, Dominican Republic,San Diego,New York,Barcelona,San Diego
         45 | Cute Quirky Garden apt, NYC adjacent                      | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/christianoliff/128.jpg  | Daniela     | Plus      |      5 |    5 |     1 |     1 |           57 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Smoke detector Washer Smoke detector Guest access First aid kit Cable TV Umbrella Dryer Cable TV Heating Refrigerator Free parking on premises Kitchen Hangers Hangers                                                                                                                                                                           | Asperiores aut amet aperiam maiores eveniet molestiae sit.                         | Nihil ducimus nesciunt officia ut autem laudantium exercitationem quia enim.     | Perspiciatis illo pariatur est aperiam sint dolor ipsa eaque.                        | Velit nihil aspernatur ipsum quisquam libero praesentium.                          | Eveniet ipsum labore.                                                              | 49.8562,-76.0233   | Oakland,Honolulu,San Francisco,San Francisco,Punta Cana, Dominican Republic
         37 | The Cabin                                                 | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/brenton_clarke/128.jpg  | Imani       | Plus      |      6 |    1 |     1 |     3 |           73 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Beach essentials Kitchen TV Space where guests can cook their own meals Coffee maker Hot water Snorkeling gear Iron Fire extinguisher Dishes and silverware Space where guests can cook their own meals Microwave Separate street or building entrance Space where guests can cook their own meals Safety features                               | Eum nobis aut est ut autem qui ut esse quibusdam.                                  | Iste aut quas molestiae voluptas.                                                | Aspernatur saepe alias blanditiis magni qui saepe qui repellendus.                   | Eligendi sit voluptates eaque voluptatem.                                          | Et quis omnis.                                                                     | -25.7733,13.1655   | San Francisco,Punta Cana, Dominican Republic,Honolulu,New York,Honolulu
         42 | Beachfront Villa Near Boardwalk                           | Westwood                       | https://s3.amazonaws.com/uifaces/faces/twitter/wtrsld/128.jpg          | Bruce       | Verified  |      8 |    1 |     1 |     1 |           34 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Central heating or a heater in the listing TV Beach towels Pots and pans, oil, salt and pepper Heating Free parking on premises Private entrance Lake access Carbon monoxide detector Snorkeling gear Coffee maker Central heating or a heater in the listing Lake access Dining First aid kit                                                   | Impedit vitae repellendus omnis.                                                   | Reprehenderit quia quis exercitationem aperiam enim.                             | Incidunt dolorum porro reprehenderit est beatae id sapiente perferendis.             | Est quae cumque.                                                                   | Id alias nam expedita est aut ipsam harum non.                                     | 86.6394,-117.6948  | San Diego,Austin,San Diego,Punta Cana, Dominican Republic,Oakland
         58 | Studio Apartment Minutes Away from Downtown               | Punta Cana, Dominican Republic | https://s3.amazonaws.com/uifaces/faces/twitter/sur4dye/128.jpg         | Shirley     | Plus      |      4 |    3 |     3 |     2 |           19 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Dining TV Essentials Dining Heating Bed linens Snorkeling gear Space where guests can cook their own meals Free parking on premises Beach essentials Beach towels Dishwasher Pots and pans, oil, salt and pepper Guest access Dryer                                                                                                              | Quis praesentium laboriosam aut velit occaecati est.                               | Sit aut ut alias natus cum sit ex.                                               | Quia distinctio dolorem voluptatem magnam.                                           | Corporis enim cum.                                                                 | Architecto autem rerum saepe nobis deserunt fuga eos.                              | -6.8864,59.3550    | Austin,San Diego,New York,San Francisco,New York
         68 | Relax on the Deck of a Bright Eixample Apartment          | Austin                         | https://s3.amazonaws.com/uifaces/faces/twitter/bluefx_/128.jpg         | Vladimir    | Plus      |      5 |    2 |     1 |     3 |           97 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Private entrance Dishes and silverware Hair dryer Separate street or building entrance Dining Dishes and silverware Kitchen Essentials Umbrella Wifi Lake access Dryer Safety features Hot water Dryer                                                                                                                                           | Vel eum quisquam dolore numquam quod accusantium velit autem quam.                 | Dolore odio harum molestiae rerum.                                               | Vel id esse molestias unde rerum incidunt mollitia delectus ipsa.                    | Neque sunt ducimus ut aliquid sit nihil suscipit.                                  | Ab numquam ea.                                                                     | -14.7981,109.9853  | New York,Austin,San Diego,Oakland,Punta Cana, Dominican Republic
         77 | Take in a Dip in the Heated Pool at a Luxury SoCo Retreat | San Diego                      | https://s3.amazonaws.com/uifaces/faces/twitter/sachingawas/128.jpg     | Kayden      | Plus      |      5 |    6 |     1 |     3 |           48 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Lake access TV Beach blanket Dryer Beach blanket Microwave Essentials Dining TV Beach towels Stove Dishwasher Hair dryer Safety features Separate street or building entrance                                                                                                                                                                    | Aut aliquam eligendi architecto.                                                   | Et dolorem alias.                                                                | Qui harum corrupti dolore aliquid est laudantium explicabo porro iusto.              | Praesentium neque velit odit accusamus.                                            | Quisquam eveniet fugit inventore vitae dolor aut quasi odio architecto.            | -64.2526,111.3631  | Austin,Austin,Austin,Westwood,Westwood
         89 | Cute Quirky Garden apt, NYC adjacent                      | Punta Cana, Dominican Republic | https://s3.amazonaws.com/uifaces/faces/twitter/vonachoo/128.jpg        | Lloyd       | Plus      |      1 |    6 |     1 |     2 |           38 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Fire extinguisher Wifi Pots and pans, oil, salt and pepper Free parking on premises Smoke detector Smoke detector Beach blanket Beachfront Dishwasher Beach essentials Central heating or a heater in the listing BBQ grill Essentials Heating Separate street or building entrance                                                              | Et rem molestias qui atque ut consequatur.                                         | Soluta dolore et in odio commodi.                                                | Officiis vero ea hic quia.                                                           | Quia quos non ut laborum nulla iure voluptas tempora.                              | Et voluptatum impedit dolorem voluptatem mollitia quisquam enim rerum aperiam.     | -18.7567,-139.3290 | Oakland,Austin,Westwood,Westwood,Austin
         41 | Take in a Dip in the Heated Pool at a Luxury SoCo Retreat | Tokyo                          | https://s3.amazonaws.com/uifaces/faces/twitter/dshster/128.jpg         | Reece       | Verified  |      3 |    5 |     1 |     1 |           20 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Carbon monoxide detector Hair dryer Wifi Hot water Hot water Fire extinguisher Extra pillows and blankets Coffee maker TV Kitchen Hair dryer Outdoor Beach blanket First aid kit Microwave                                                                                                                                                       | Enim corrupti dolore id nemo.                                                      | Ut incidunt natus iste beatae minima occaecati.                                  | Id maxime et est explicabo consequatur.                                              | Deleniti et aliquid doloremque iure.                                               | Ullam reprehenderit id voluptate esse.                                             | 8.1288,72.5484     | San Francisco,Oakland,Austin,Punta Cana, Dominican Republic,San Francisco
         53 | Lake Almanor Lake Front Retreat                           | Oakland                        | https://s3.amazonaws.com/uifaces/faces/twitter/nutzumi/128.jpg         | Ericka      | none      |      1 |    3 |     1 |     2 |           54 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Dishwasher Beachfront Stove Microwave Outdoor Washer Beach essentials Pots and pans, oil, salt and pepper Dining Snorkeling gear Towels, bed sheets, soap, and toilet paper Wifi Hangers Stove Beach essentials                                                                                                                                  | Tempora saepe omnis aliquid molestiae quae.                                        | Voluptas alias praesentium non non sed et saepe omnis.                           | Et consequatur architecto sint facere placeat nam eveniet laudantium dolorem.        | Sed cum facere sunt nam est pariatur.                                              | Ipsam soluta labore officia est perferendis consequatur illo quia eius.            | 66.9632,-53.9109   | Oakland,Oakland,Oakland,Tokyo,Tokyo
